  Run_nr	    Time	   Alpha	    Beta	Delta_Pb	   P_bar	       T	      B1	      B2	      B3	      B4	      B5	      B6	       X	       Y	       Z	     Rho	       Q	       V	      Re	      Fx	      Fy	      Fz	      Mx	      My	      Mz	      Cl	      Cd	      Cm	  Extra1	  Extra2	  Extra3	  Extra4	  Extra5	  Extra6	  Q_w.r.	FlapDefl	FlapXDis	FlapYDis	    P001	    P002	    P003	    P004	    P005	    P006	    P007	    P008	    P009	    P010	    P011	    P012	    P013	    P014	    P015	    P016	    P017	    P018	    P019	    P020	    P021	    P022	    P023	    P024	    P025	    P026	    P027	    P028	    P029	    P030	    P031	    P032	    P033	    P034	    P035	    P036	    P037	    P038	    P039	    P040	    P041	    P042	    P043	    P044	    P045	    P046	    P047	    P048	    P049	    P050	    P051	    P052	    P053	    P054	    P055	    P056	    P057	    P058	    P059	    P060	    P061	    P062	    P063	    P064	    P065	    P066	    P067	    P068	    P069	    P070	    P071	    P072	    P073	    P074	    P075	    P076	    P077	    P078	    P079	    P080	    P081	    P082	    P083	    P084	    P085	    P086	    P087	    P088	    P089	    P090	    P091	    P092	    P093	    P094	    P095	    P096	    P097	    P098	    P099	    P100	    P101	    P102	    P103	    P104	    P105	    P106	    P107	    P108	    P109	    P110	    P111	    P112	    P113	    P114	    P115	    P116	    P117	    P118	    P119	    P120	    P121	    P122	    P123	    P124	    P125	    P126	    P127	    P128	    P129	    P130	    P131	    P132	    P133	    P134	    P135	    P136	    P137	    P138	    P139	    P140	    P141	    P142	    P143	    P144	    P145	    P146	    P147	    P148	    P149	    P150	    P151	    P152	    P153	    P154	    P155	    P156	    P157	    P158	    P159	    P160	    P161	    P162	    P163	    P164	    P165	    P166	    P167	    P168	    P169	    P170	    P171	    P172	    P173	    P174	    P175	    P176	    P177	    P178	    P179	    P180	    P181	    P182	    P183	    P184	    P185	    P186	    P187	    P188	    P189	    P190	    P191	    P192	    P193	    P194	    P195	    P196	    P197	    P198	    P199	    P200	    P201	    P202	    P203	    P204	    P205	    P206	    P207	    P208	    P209	    P210	    P211	    P212	    P213	    P214	    P215	    P216	    P217	    P218	    P219	    P220	    P221	    P222	    P223	    P224	    P225	    P226	    P227	    P228	    P229	    P230	    P231	    P232	    P233	    P234	    P235	    P236	    P237	    P238	    P239	    P240	    P241	    P242	    P243	    P244	    P245	    P246	    P247	    P248	    P249	    P250	    P251	    P252	    P253	    P254	    P255
       /	   H:M:S	 degrees	 degrees	      Pa	     hPa	 degr._C	   steps	   steps	   steps	   steps	   steps	   steps	      mm	      mm	      mm	  kg/m^3	      Pa	     m/s	       /	       N	       N	       N	      Nm	      Nm	      Nm	       /	       /	       /	       /	       /	       /	       /	       /	       /	      Pa	 degrees	      mm	      mm	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa	      Pa
       1	 17:48:13	  -5.000	   0.000	  636.12	 1009.28	   20.35	    1708	    -375	    -699	    -454	     502	      59	   0.000	   0.000	   0.000	   1.198	  1497.0	    50.0	  544414	   15.72	   -5.25	  -58.45	   -1.59	  -10.01	   -0.39	   0.000	 0.00000	 0.00000	   0.000	   0.000	   0.000	   0.000	 579.818	  28.285	 1497.03	    0.00	    0.00	    0.00	   -1.08	    1.83	   -0.80	    1.26	    0.83	   -1.23	    2.28	   -0.29	    0.53	   -1.30	    0.02	   -2.14	   -0.95	   -1.43	    0.76	   -0.29	   -0.42	   -1.53	   -0.05	    0.92	   -1.01	   -2.08	   -0.09	   -0.02	   -0.18	    0.47	    2.85	   -0.57	    0.24	   -0.25	   -0.19	   -0.30	   -0.24	   -0.24	   -0.05	    0.00	   -0.13	   -0.10	   -0.30	   -0.27	    0.01	   -0.26	   -0.22	   -0.24	   -0.35	   -0.22	   -0.19	   -0.21	   -0.02	   -0.07	    0.02	   -0.30	   -0.07	   -0.21	   -0.40	    0.02	   -0.24	   -0.15	   -0.09	   -0.08	   -0.19	   -0.18	   -0.04	   -0.29	    0.79	    1.41	   -0.33	    0.32	   -1.10	   -0.56	    0.28	   -1.83	   -1.92	    0.25	   -0.45	   -1.13	   -0.46	    0.63	   -1.19	   -0.87	   -1.30	    0.83	   -0.41	    0.69	    1.01	    0.65	   -0.59	    0.21	    0.54	   -1.37	    0.41	   -0.19	   -0.07	   -1.04	   -0.94	   -0.03	    0.08	   -0.20	   -0.08	    0.14	   -0.00	   -0.07	   -0.46	   -0.01	   -0.08	   -0.20	   -0.28	    0.19	   -0.20	    0.06	   -0.22	   -0.12	   -0.03	   -0.15	    0.05	    0.05	   -0.23	   -0.11	 -190.83	 -189.72	 -175.47	 -138.37	  -59.13	 1584.50	   59.00	   -0.01	   -0.13	   -0.21	   -0.08	   -0.21	   -0.16	    0.23	   -0.21	   -0.10	    0.04	   -0.14	   -0.00	   -0.08	    0.32	    0.17	   -0.10	    0.00	   -0.03	   -0.19	    0.09	    0.02	   -0.05	   -0.18	   -0.25	   -0.26	   -0.39	   -0.11	   -0.23	    0.12	    0.03	   -0.29	   -0.10	   -0.13	   -0.17	   -0.26	   -0.23	    0.01	   -0.15	   -0.14	   -0.09	   -0.09	   -0.11	   -0.17	    0.03	   -0.25	   -0.07	    0.04	   -0.28	   -0.08	    0.14	    0.04	   -0.26	    0.09	    0.07	   -0.23	   -0.06	   -0.26	   -0.13	    0.09	   -0.06	    0.12	   -0.21	   -0.07	   -0.04	   -0.17	   -0.36	    0.16	   -0.06	    0.19	    0.01	    0.02	    0.06	   -0.06	   -0.17	    0.16	    0.18	   -0.03	   -0.14	   -0.08	   -0.22	   -0.05	    0.06	   -0.10	   -0.05	   -0.02	   -0.05	   -0.05	    0.11	   -0.03	   -0.02	   -0.08	    0.13	   -0.15	    0.00	   -0.21	    0.00	   -0.09	    0.12	   -0.08	   -0.05	    0.04	   -0.05	    0.03	   -0.10	   -0.09	   -0.12	   -0.06	   -0.08	   -0.03	   -0.06	   -0.03	    0.08	   -0.12	    0.02	   -0.08	    0.01	   -0.07	    0.05	    0.01	    0.03	   -0.28	   -0.06	   -0.06	    0.06	    0.15	   -0.00	   -0.07	    0.00	    0.00	    0.00
       2	 17:48:51	  -4.000	   0.000	  635.68	 1009.28	   20.54	    1643	    -359	    -443	    -211	     507	      55	   0.000	   0.000	   0.000	   1.197	  1496.0	    50.0	  543779	   15.12	   -5.04	  -27.65	   -1.57	   -9.32	   -0.37	   0.000	 0.00000	 0.00000	   0.000	   0.000	   0.000	   0.000	 579.927	  28.285	 1495.97	    0.00	    0.00	    0.00	   -1.29	    1.87	   -0.52	    0.98	    0.61	   -1.49	    2.38	   -0.29	    0.62	   -1.37	    0.07	   -1.88	   -1.09	   -1.39	    0.72	   -0.41	   -0.32	   -1.49	   -0.33	    0.61	   -1.01	   -2.22	   -0.15	   -0.19	   -0.11	    0.47	    2.74	   -0.64	    0.36	   -0.41	   -0.16	   -0.25	   -0.26	   -0.25	   -0.06	   -0.04	   -0.16	   -0.12	   -0.33	   -0.28	   -0.01	   -0.29	   -0.24	   -0.26	   -0.37	   -0.26	   -0.20	   -0.23	   -0.02	   -0.06	    0.00	   -0.31	   -0.11	   -0.21	   -0.42	    0.01	   -0.26	   -0.18	   -0.10	   -0.11	   -0.19	   -0.19	   -0.07	   -0.33	    0.82	    1.31	   -0.38	    0.13	   -1.05	   -0.72	    0.28	   -1.77	   -1.76	    0.22	   -0.43	   -1.10	   -0.64	    0.53	   -1.19	   -0.81	   -1.34	    0.72	   -0.39	    0.70	    0.97	    0.82	   -0.64	    0.35	    0.52	   -1.42	    0.79	   -0.24	   -0.08	   -1.00	   -0.98	   -0.14	    0.08	   -0.20	   -0.09	    0.16	    0.01	   -0.09	   -0.43	   -0.02	   -0.06	   -0.21	   -0.30	    0.23	   -0.20	    0.05	   -0.24	   -0.08	   -0.02	   -0.15	    0.04	    0.05	   -0.25	   -0.13	 -185.48	 -183.13	 -168.12	 -131.27	  -54.34	 1583.56	   59.58	   -0.03	   -0.12	   -0.22	   -0.09	   -0.20	   -0.20	    0.18	   -0.24	   -0.10	    0.03	   -0.13	    0.01	   -0.16	    0.32	    0.15	   -0.09	   -0.01	   -0.07	   -0.17	    0.08	   -0.05	   -0.03	   -0.23	   -0.26	   -0.26	   -0.41	   -0.11	   -0.24	    0.07	    0.02	   -0.33	   -0.14	   -0.14	   -0.17	   -0.28	   -0.26	    0.02	   -0.15	   -0.17	   -0.07	   -0.08	   -0.12	   -0.16	    0.04	   -0.26	   -0.08	    0.04	   -0.30	   -0.12	    0.12	    0.02	   -0.26	    0.10	    0.08	   -0.26	   -0.03	   -0.24	   -0.13	    0.08	   -0.06	    0.14	   -0.26	   -0.06	   -0.04	   -0.17	   -0.34	    0.15	   -0.09	    0.15	   -0.02	   -0.00	    0.14	   -0.09	   -0.21	    0.12	    0.15	   -0.06	   -0.17	   -0.11	   -0.25	   -0.09	    0.02	   -0.13	   -0.07	   -0.07	   -0.12	   -0.08	    0.08	   -0.05	   -0.04	   -0.10	    0.08	   -0.19	   -0.01	   -0.24	   -0.02	   -0.12	    0.11	   -0.10	   -0.10	    0.00	   -0.08	    0.01	   -0.13	   -0.12	   -0.16	   -0.07	   -0.09	   -0.07	   -0.08	   -0.07	    0.05	   -0.14	   -0.01	   -0.10	   -0.02	   -0.09	    0.03	   -0.02	    0.02	   -0.33	   -0.07	   -0.08	    0.03	    0.14	   -0.03	   -0.09	    0.00	    0.00	    0.00
       3	 17:49:26	  -3.000	   0.000	  635.47	 1009.29	   20.68	    1604	    -333	    -180	      29	     535	      51	   0.000	   0.000	   0.000	   1.197	  1495.5	    50.0	  543352	   14.76	   -4.68	    3.91	   -1.55	   -8.57	   -0.35	   0.000	 0.00000	 0.00000	   0.000	   0.000	   0.000	   0.000	 580.103	  28.285	 1495.48	    0.00	    0.00	    0.00	   -0.92	    1.76	   -0.76	    1.11	    0.61	   -1.20	    2.46	   -0.36	    0.73	   -1.21	    0.11	   -1.86	   -1.02	   -1.78	    0.74	   -0.30	   -0.32	   -1.58	   -0.40	    0.61	   -1.10	   -2.19	   -0.02	   -0.14	   -0.11	    0.61	    2.83	   -0.78	    0.20	   -0.16	   -0.17	   -0.25	   -0.23	   -0.22	   -0.05	    0.01	   -0.14	   -0.12	   -0.31	   -0.27	   -0.01	   -0.27	   -0.23	   -0.23	   -0.38	   -0.23	   -0.18	   -0.22	   -0.01	   -0.08	    0.01	   -0.33	   -0.07	   -0.18	   -0.39	    0.03	   -0.23	   -0.14	   -0.10	   -0.10	   -0.19	   -0.16	   -0.04	   -0.29	    0.85	    1.40	   -0.22	    0.40	   -1.01	   -0.79	    0.42	   -1.54	   -1.76	    0.30	   -0.41	   -1.14	   -0.30	    0.38	   -1.03	   -0.84	   -1.39	    0.84	   -0.25	    0.81	    0.99	    0.72	   -0.51	    0.24	    0.64	   -1.51	    0.76	   -0.01	    0.02	   -0.88	   -0.83	    0.08	    0.10	   -0.20	   -0.08	    0.15	    0.04	   -0.06	   -0.44	    0.01	   -0.06	   -0.19	   -0.29	    0.31	   -0.19	    0.08	   -0.22	   -0.03	   -0.01	   -0.14	    0.08	    0.08	   -0.21	   -0.11	 -181.05	 -177.27	 -161.50	 -124.82	  -50.17	 1581.83	   59.16	   -0.00	   -0.11	   -0.19	   -0.07	   -0.18	   -0.19	    0.25	   -0.24	   -0.05	    0.05	   -0.10	    0.07	   -0.18	    0.34	    0.20	   -0.06	    0.05	   -0.06	   -0.15	    0.07	   -0.01	    0.06	   -0.18	   -0.22	   -0.22	   -0.40	   -0.06	   -0.17	    0.12	    0.10	   -0.25	   -0.09	   -0.09	   -0.09	   -0.24	   -0.23	    0.06	   -0.11	   -0.08	   -0.01	   -0.09	   -0.07	   -0.12	    0.09	   -0.19	   -0.03	    0.06	   -0.25	   -0.07	    0.16	    0.06	   -0.23	    0.13	    0.11	   -0.19	    0.00	   -0.20	   -0.07	    0.14	   -0.04	    0.18	   -0.14	   -0.01	    0.01	   -0.15	   -0.33	    0.18	   -0.06	    0.20	    0.00	    0.00	    0.15	   -0.04	   -0.18	    0.16	    0.17	   -0.02	   -0.14	   -0.09	   -0.24	   -0.05	    0.04	   -0.08	   -0.05	   -0.02	   -0.07	   -0.07	    0.11	   -0.03	   -0.04	   -0.06	    0.12	   -0.15	    0.00	   -0.20	    0.04	   -0.09	    0.12	   -0.08	   -0.05	    0.02	   -0.03	    0.04	   -0.11	   -0.09	   -0.12	   -0.04	   -0.09	   -0.03	   -0.07	   -0.05	    0.09	   -0.12	    0.03	   -0.07	    0.01	   -0.07	    0.05	    0.00	    0.04	   -0.30	   -0.06	   -0.08	    0.07	    0.14	   -0.01	   -0.07	    0.00	    0.00	    0.00
       4	 17:50:05	  -2.000	   0.000	  635.10	 1009.25	   20.81	    1590	    -321	      71	     270	     586	      49	   0.000	   0.000	   0.000	   1.196	  1494.6	    50.0	  542885	   14.63	   -4.51	   35.35	   -1.55	   -7.78	   -0.33	   0.000	 0.00000	 0.00000	   0.000	   0.000	   0.000	   0.000	 580.616	  28.285	 1494.60	    0.00	    0.00	    0.00	   -0.84	    1.64	   -0.81	    1.04	    0.83	   -1.39	    2.42	   -0.31	    0.41	   -1.20	    0.05	   -1.84	   -1.05	   -1.69	    0.60	   -0.50	   -0.55	   -1.60	   -0.23	    0.60	   -0.75	   -2.06	   -0.34	    0.02	   -0.20	    0.42	    2.81	   -0.53	    0.31	   -0.37	   -0.19	   -0.17	   -0.25	   -0.24	   -0.06	    0.01	   -0.13	   -0.11	   -0.30	   -0.29	    0.00	   -0.26	   -0.23	   -0.26	   -0.36	   -0.23	   -0.20	   -0.22	   -0.05	   -0.07	   -0.02	   -0.33	   -0.08	   -0.21	   -0.38	    0.02	   -0.24	   -0.15	   -0.11	   -0.11	   -0.19	   -0.18	   -0.06	   -0.33	    0.67	    1.12	   -0.29	    0.27	   -0.99	   -0.90	    0.37	   -1.76	   -1.76	    0.17	   -0.57	   -1.15	   -0.40	    0.44	   -0.96	   -1.02	   -1.53	    0.73	   -0.47	    0.59	    0.75	    0.61	   -0.62	    0.06	    0.57	   -1.54	    0.52	   -0.09	   -0.14	   -0.99	   -1.12	   -0.16	    0.13	   -0.20	   -0.07	    0.17	    0.04	   -0.04	   -0.44	    0.01	   -0.05	   -0.19	   -0.31	    0.33	   -0.16	    0.11	   -0.21	   -0.02	   -0.01	   -0.13	    0.09	    0.11	   -0.21	   -0.09	 -176.89	 -171.63	 -155.10	 -118.61	  -46.26	 1580.34	   59.00	   -0.02	   -0.11	   -0.17	   -0.09	   -0.16	   -0.18	    0.26	   -0.26	   -0.08	    0.05	   -0.12	    0.08	   -0.28	    0.36	    0.20	   -0.05	    0.04	   -0.08	   -0.15	    0.07	   -0.05	    0.08	   -0.22	   -0.21	   -0.25	   -0.39	   -0.05	   -0.17	    0.08	    0.11	   -0.25	   -0.09	   -0.09	   -0.12	   -0.27	   -0.21	    0.04	   -0.11	   -0.08	    0.00	   -0.05	   -0.06	   -0.10	    0.11	   -0.20	   -0.02	    0.03	   -0.27	   -0.08	    0.17	    0.08	   -0.23	    0.15	    0.09	   -0.20	   -0.00	   -0.21	   -0.06	    0.16	   -0.01	    0.19	   -0.07	   -0.01	    0.02	   -0.14	   -0.30	    0.20	   -0.08	    0.17	   -0.01	    0.01	    0.15	   -0.07	   -0.18	    0.14	    0.17	   -0.04	   -0.14	   -0.10	   -0.26	   -0.07	    0.04	   -0.10	   -0.04	   -0.04	   -0.09	   -0.07	    0.09	   -0.04	   -0.02	   -0.08	    0.08	   -0.16	    0.01	   -0.22	   -0.01	   -0.10	    0.10	   -0.10	   -0.05	    0.00	   -0.04	    0.02	   -0.11	   -0.13	   -0.13	   -0.10	   -0.09	   -0.03	   -0.08	   -0.06	    0.08	   -0.12	    0.02	   -0.09	   -0.03	   -0.09	    0.04	   -0.01	    0.02	   -0.30	   -0.09	   -0.08	    0.04	    0.14	   -0.03	   -0.08	    0.00	    0.00	    0.00
       5	 17:50:41	  -1.000	   0.000	  634.73	 1009.24	   20.91	    1606	    -341	     302	     516	     659	      50	   0.000	   0.000	   0.000	   1.196	  1493.7	    50.0	  542490	   14.77	   -4.82	   66.45	   -1.61	   -6.97	   -0.34	   0.000	 0.00000	 0.00000	   0.000	   0.000	   0.000	   0.000	 580.821	  28.285	 1493.72	    0.00	    0.00	    0.00	   -1.11	    1.58	   -0.48	    0.96	    0.68	   -1.23	    2.38	   -0.31	    0.21	   -1.20	    0.05	   -1.93	   -0.95	   -1.57	    0.81	   -0.30	   -0.53	   -1.33	    0.02	    0.81	   -0.80	   -1.90	   -0.08	   -0.21	   -0.00	    0.36	    2.87	   -0.59	    0.25	   -0.43	   -0.10	   -0.23	   -0.28	   -0.29	   -0.12	   -0.03	   -0.21	   -0.16	   -0.32	   -0.32	   -0.02	   -0.30	   -0.27	   -0.29	   -0.42	   -0.26	   -0.25	   -0.26	   -0.06	   -0.14	   -0.02	   -0.39	   -0.12	   -0.24	   -0.44	   -0.01	   -0.27	   -0.19	   -0.15	   -0.17	   -0.24	   -0.23	   -0.11	   -0.36	    0.78	    1.27	   -0.29	   -0.04	   -1.02	   -0.96	    0.31	   -1.96	   -1.93	    0.13	   -0.46	   -1.32	   -0.36	    0.38	   -1.24	   -1.13	   -1.51	    0.77	   -0.57	    0.58	    0.83	    0.52	   -0.72	    0.22	    0.51	   -1.61	    0.72	   -0.17	   -0.21	   -1.05	   -1.12	   -0.11	    0.07	   -0.26	   -0.12	    0.13	    0.01	   -0.06	   -0.51	   -0.02	   -0.09	   -0.23	   -0.37	    0.35	   -0.18	    0.05	   -0.25	    0.00	   -0.06	   -0.19	    0.04	    0.05	   -0.26	   -0.13	 -172.37	 -165.56	 -148.35	 -111.86	  -41.69	 1580.04	   59.80	   -0.03	   -0.13	   -0.25	   -0.10	   -0.17	   -0.20	    0.26	   -0.26	   -0.05	    0.01	   -0.12	    0.13	   -0.25	    0.38	    0.19	   -0.03	    0.05	   -0.11	   -0.15	    0.04	   -0.05	    0.12	   -0.23	   -0.19	   -0.24	   -0.42	   -0.04	   -0.13	    0.08	    0.11	   -0.26	   -0.10	   -0.11	   -0.07	   -0.24	   -0.21	    0.07	   -0.07	   -0.05	    0.02	   -0.04	   -0.04	   -0.08	    0.10	   -0.18	   -0.01	    0.05	   -0.22	   -0.05	    0.19	    0.07	   -0.18	    0.22	    0.16	   -0.16	    0.03	   -0.15	   -0.00	    0.21	    0.05	    0.25	   -0.02	    0.03	    0.09	   -0.07	   -0.25	    0.25	   -0.08	    0.16	   -0.02	    0.01	    0.04	   -0.08	   -0.20	    0.12	    0.17	   -0.04	   -0.17	   -0.11	   -0.26	   -0.07	    0.04	   -0.11	   -0.05	   -0.05	   -0.10	   -0.07	    0.08	   -0.05	   -0.03	   -0.08	    0.05	   -0.16	   -0.01	   -0.24	   -0.00	   -0.10	    0.10	   -0.11	   -0.07	    0.00	   -0.06	    0.00	   -0.14	   -0.15	   -0.18	   -0.11	   -0.10	   -0.05	   -0.10	   -0.08	    0.05	   -0.15	    0.00	   -0.12	   -0.03	   -0.10	    0.02	   -0.02	    0.02	   -0.33	   -0.09	   -0.10	    0.00	    0.12	   -0.03	   -0.09	    0.00	    0.00	    0.00
       6	 17:51:25	  -0.000	   0.000	  634.49	 1009.25	   21.01	    1643	    -348	     532	     750	     751	      52	   0.000	   0.000	   0.000	   1.195	  1493.2	    50.0	  542155	   15.11	   -4.90	   97.18	   -1.62	   -6.12	   -0.36	   0.000	 0.00000	 0.00000	   0.000	   0.000	   0.000	   0.000	 581.136	  28.285	 1493.15	    0.00	    0.00	    0.00	   -1.17	    1.72	   -0.78	    1.09	    0.83	   -1.05	    2.40	   -0.25	   -0.02	   -1.07	    0.16	   -1.76	   -0.74	   -1.48	    0.77	   -0.43	   -0.33	   -1.49	   -0.12	    1.36	   -0.84	   -1.96	    0.15	   -0.24	   -0.02	    0.59	    2.69	   -0.52	    0.60	   -0.18	   -0.02	   -0.37	   -0.26	   -0.28	   -0.11	   -0.06	   -0.17	   -0.17	   -0.34	   -0.33	   -0.01	   -0.31	   -0.28	   -0.27	   -0.41	   -0.26	   -0.24	   -0.28	   -0.08	   -0.12	   -0.05	   -0.38	   -0.15	   -0.22	   -0.45	   -0.01	   -0.28	   -0.20	   -0.14	   -0.16	   -0.24	   -0.21	   -0.13	   -0.38	    0.67	    1.21	   -0.35	   -0.05	   -0.90	   -1.15	    0.29	   -2.03	   -1.80	    0.19	   -0.60	   -1.14	   -0.46	    0.27	   -1.24	   -1.17	   -1.39	    0.85	   -0.48	    0.72	    0.88	    0.61	   -0.56	    0.21	    0.53	   -1.72	    0.49	   -0.20	    0.12	   -1.01	   -1.02	   -0.39	    0.14	   -0.28	   -0.12	    0.15	    0.03	   -0.06	   -0.50	    0.00	   -0.07	   -0.22	   -0.36	    0.53	   -0.16	    0.09	   -0.21	    0.07	   -0.02	   -0.15	    0.06	    0.07	   -0.25	   -0.13	 -168.99	 -160.54	 -142.71	 -106.44	  -38.57	 1579.12	   59.98	   -0.05	   -0.11	   -0.22	   -0.14	   -0.17	   -0.22	    0.24	   -0.29	   -0.06	    0.00	   -0.14	    0.11	   -0.37	    0.37	    0.21	   -0.05	    0.05	   -0.13	   -0.16	    0.03	   -0.09	    0.18	   -0.30	   -0.19	   -0.23	   -0.45	   -0.04	   -0.13	    0.04	    0.11	   -0.25	   -0.11	   -0.10	   -0.07	   -0.27	   -0.18	    0.07	   -0.09	   -0.07	    0.00	   -0.07	   -0.04	   -0.08	    0.10	   -0.17	    0.02	   -0.01	   -0.23	   -0.05	    0.18	    0.07	   -0.20	    0.18	    0.14	   -0.17	    0.03	   -0.17	   -0.00	    0.21	    0.02	    0.23	   -0.04	    0.00	    0.06	   -0.12	   -0.32	    0.22	   -0.08	    0.17	   -0.03	   -0.00	    0.01	   -0.07	   -0.20	    0.11	    0.16	   -0.05	   -0.16	   -0.12	   -0.27	   -0.08	    0.02	   -0.11	   -0.06	   -0.05	   -0.11	   -0.08	    0.07	   -0.06	   -0.05	   -0.07	    0.11	   -0.16	   -0.02	   -0.22	    0.00	   -0.09	    0.11	   -0.11	   -0.07	    0.00	   -0.07	    0.01	   -0.13	   -0.15	   -0.14	   -0.09	   -0.09	   -0.04	   -0.07	   -0.07	    0.07	   -0.13	   -0.00	   -0.09	   -0.02	   -0.09	    0.03	   -0.02	    0.04	   -0.32	   -0.07	   -0.09	    0.03	    0.13	   -0.01	   -0.07	    0.00	    0.00	    0.00
