  Run_nr	    Time	   Alpha	    Beta	Delta_Pb	   P_bar	       T	      B1	      B2	      B3	      B4	      B5	      B6	     rpm	     Rho	       Q	       V	      Re	 nrotor1	 nrotor2	      I1	      I2	    dptq	  Extra1	  Extra2	  Extra3	  Extra4	  Extra5	  Extra6	  Extra7	  Extra8	  Extra9	 Extra10
      10	 19:53:38	  10.000	  -1.000	  407.05	 1008.49	   21.60	  2406.8	   165.6	  1350.2	  1253.4	  1890.7	   -96.9	 474.883	   1.192	   953.8	    40.0	  432038	    0.00	    0.00	    0.00	    0.00	    0.00	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      11	 19:54:16	  10.000	  -0.005	  407.01	 1008.47	   21.61	  2399.7	   -39.5	  1297.8	  1297.7	  1888.9	    15.2	 474.822	   1.192	   953.7	    40.0	  432001	    0.00	    0.00	    0.00	    0.00	    0.00	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      12	 19:54:56	  10.000	   1.000	  406.93	 1008.50	   21.62	  2381.5	  -240.9	  1245.9	  1347.5	  1878.8	   114.0	 474.554	   1.192	   953.5	    40.0	  431946	    0.00	    0.00	    0.00	    0.00	    0.00	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      13	 19:55:32	  10.000	   1.995	  406.90	 1008.45	   21.62	  2363.3	  -473.1	  1189.1	  1415.0	  1867.1	   215.5	 474.582	   1.192	   953.5	    40.0	  431927	    0.00	    0.00	    0.00	    0.00	    0.00	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      14	 19:56:15	  10.000	   3.000	  406.82	 1008.47	   21.62	  2367.9	  -712.8	  1134.2	  1472.3	  1872.2	   342.8	 474.719	   1.192	   953.3	    40.0	  431879	    0.00	    0.00	    0.00	    0.00	    0.00	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      15	 19:57:00	  10.000	   4.005	  406.91	 1008.49	   21.63	  2335.1	 -1023.5	  1070.8	  1561.3	  1850.8	   477.5	 475.790	   1.192	   953.5	    40.0	  431921	    0.00	    0.00	    0.00	    0.00	    0.00	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      16	 19:57:38	  10.000	   5.005	  406.80	 1008.51	   21.62	  2282.5	 -1290.4	  1007.2	  1660.3	  1816.5	   571.3	 475.797	   1.192	   953.2	    40.0	  431876	    0.00	    0.00	    0.00	    0.00	    0.00	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      17	 19:58:25	  10.000	   5.995	  406.87	 1008.52	   21.63	  2185.9	 -1509.0	  1015.4	  1791.2	  1737.2	   621.5	 476.150	   1.192	   953.4	    40.0	  431904	    0.00	    0.00	    0.00	    0.00	    0.00	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      18	 19:59:15	  10.000	   7.000	  406.83	 1008.49	   21.64	  2094.6	 -1774.7	   992.6	  1921.7	  1669.1	   701.8	 476.250	   1.192	   953.3	    40.0	  431851	    0.00	    0.00	    0.00	    0.00	    0.00	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      19	 19:59:56	  10.000	   8.000	  406.85	 1008.50	   21.66	  1965.9	 -1956.2	   995.8	  2053.8	  1572.1	   722.8	 476.508	   1.192	   953.3	    40.0	  431828	    0.00	    0.00	    0.00	    0.00	    0.00	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      20	 20:00:39	  10.000	   9.000	  406.89	 1008.50	   21.68	  1866.0	 -2184.3	   935.1	  2159.3	  1516.5	   778.3	 476.755	   1.192	   953.4	    40.0	  431810	    0.00	    0.00	    0.00	    0.00	    0.00	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      21	 20:01:21	  10.000	  10.005	  407.04	 1008.49	   21.69	  1876.7	 -2196.5	   903.9	  2211.4	  1504.9	   707.5	 477.101	   1.192	   953.8	    40.0	  431873	    0.00	    0.00	    0.00	    0.00	    0.00	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
