config,de,dr,run,AoA,AoS,V,Re,rpsM2,J,CL,CD,CM25c,CYaw
dem5dr0,-5,0,39,7.996,0,19.9744133949456,228316.106985703,61.5,1.59836225233225,1.01285720785309,0.0186980986916127,-0.21833101392846,0.00228738435284137
dem5dr0,-5,0,40,7.996,0,20.0274179024891,229007.926132031,51.8,1.9027051635691,1.0004608528201,0.0666909183252877,-0.205547390712215,0.00293356635260761
dem5dr0,-5,0,41,0.004,0,20.0073282275978,228815.973403408,51.8,1.9007965436793,0.187935802698171,0.0294644850045799,0.0998125159474188,0.00993645953903665
dem5dr0,-5,0,42,-4,0,20.0224184073305,228990.838735026,51.8,1.90223018645024,-0.273620875280136,0.0354169986594268,0.259461737946503,0.00774526231965455
dem5dr0,-5,0,43,-4,0,19.9937282818977,228667.280907971,44.7,2.20121548313095,-0.267331242099657,0.0600135124147937,0.251741471861062,0.00466228436911863
dem5dr0,-5,0,44,-0.004,0,19.9799680224255,228526.486530986,44.7,2.19970054325705,0.18887520198387,0.0523949864221867,0.101410075842735,0.00781032952735715
dem5dr0,-5,0,45,8,0,19.9941751771158,228724.457775287,44.7,2.20126468419337,0.995191276393984,0.0919905385601283,-0.201332040253402,0.00441296705634972
dem5dr0,-5,0,46,8,0,39.9634321581401,456264.609225663,89.47,2.19817183244791,1.01130575553296,0.0774138852628982,-0.218625181069233,0.0022820062562451
dem5dr0,-5,0,47,-3.996,0,40.005457526681,456021.248121394,89.47,2.20048342022669,-0.269543405762395,0.0471713789281083,0.259859861321597,0.00470705803355574
dem5dr0,-5,0,48,-0.004,0,40.0394302762072,456147.552623453,89.46,2.20259825995602,0.19969118609027,0.0402524114948181,0.102602755049223,0.00622657353296358
dem5dr0,-5,0,49,-0.004,0,40.0407969490621,455944.501314117,103.6,1.90203828270178,0.198525350657684,0.00946170466764142,0.107161348206467,0.00903572897212489
dem5dr0,-5,0,50,8,0,39.9770652022481,455129.034172062,103.6,1.89901086488045,1.0199896580963,0.0467156063271502,-0.228110034493,0.00101994335461417
dem5dr0,-5,0,51,-3.996,0,39.9965961424266,455299.110332788,103.6,1.89993863352512,-0.27547460329007,0.0165212005199029,0.269738914250546,0.00915661095804329
dem5dr0,-5,0,52,-3.996,0,40.0387049249317,455483.986899318,123.01,1.60182806839738,-0.280865312844044,-0.0327602240897072,0.28462428680776,0.0164903469804687
dem5dr0,-5,0,53,7.996,0,39.9608667921783,454579.21265749,123,1.59884397574492,1.03236338475994,-0.00198625039745032,-0.242470752335636,-0.00379684582707491
dem5dr0,-5,0,54,0.004,0,40.0031515531336,455040.928435429,123,1.60053579928996,0.200518251019414,-0.0402815809911111,0.111565473465057,0.0131796737671535
de0dr0_extra,0,0,58,9.996,0,40.0015897495484,455819.859092809,123,1.60047331114959,1.19096291523691,0.0274376188400345,-0.495963337826552,-0.0085989109178371
de0dr0_extra,0,0,59,14,0,39.9860182605739,455495.699846306,123,1.59985029209773,1.42170234035521,0.109846048060079,-0.763857299064441,-0.0135885885420066
de0dr0_extra,0,0,60,12.004,0,40.0294060388425,455861.32816599,123,1.6015862476331,1.30179641055977,0.0660753764188641,-0.645640766312644,-0.0107071217596932
de0dr0_extra,0,0,61,11,0,40.0286629657541,455824.422514804,123.01,1.60142631983677,1.24667146023581,0.0458606198885672,-0.576221452444462,-0.00900452468799059
de0dr0_extra,0,0,62,12.996,0,39.9770774069045,455157.48919312,123,1.59949256637317,1.35867217961897,0.085442777452768,-0.707523126733495,-0.0125252153318912
de0dr0_extra,0,0,63,12.996,0,40.0263493713386,455599.064928115,89.48,2.20138651993553,1.31256925342428,0.15436763487493,-0.634654295360694,0.000374607658742203
de0dr0_extra,0,0,64,11.004,0,40.0470015633564,455801.158367508,89.47,2.20276853254799,1.20819498337015,0.119818489074358,-0.519907090753749,0.00185737489599473
de0dr0_extra,0,0,65,13.996,0,40.0217479431319,455413.725550496,89.47,2.20137946775433,1.37213352654248,0.175715933866159,-0.680997620900289,-0.00013698389320138
de0dr0_extra,0,0,66,10.004,0,40.0151561071737,455277.384039538,89.47,2.20101688658087,1.16031309516065,0.104300067070936,-0.451313345509647,0.000888212840261072
de0dr0_extra,0,0,67,11.996,0,39.9997268527166,455101.835790068,89.47,2.20016820690768,1.25750644170913,0.136188747701706,-0.57908263998663,0.00101798988516386
de0dr0,0,0,69,-0.004,0,20.0071170314525,228043.758566692,61.52,1.60045873880817,0.226692960732507,-0.0234807496653636,-0.0184486414598177,0.0141855254933193
de5dr0,5,0,70,-0.004,0,40.0462383184076,456256.051408016,123,1.60225971122238,0.284384386462805,-0.0388695749144925,-0.1591839680171,0.00724276023196802
dem5dr0,-5,0,71,0.004,0,20.0028468951477,227868.48680404,61.5,1.60063751481561,0.183538959453424,-0.02009978457183,0.111958387090078,0.0136829892226291
