config,de,dr,run,AoA,AoS,V,Re,rpsM2,J,CL,CD,CM25c,CYaw,CMroll,CMyaw,matchSourceRow,matchSameVnom,dAoA_match,dAoS_match,dV_match,matchScore,AoA_on,AoS_on,V_on,Re_on,rpsM2_on,J_on
dem5dr0,-5,0,49,-0.006,0,39.9995515779166,NaN,NaN,NaN,0.187464082259705,0.0542607621680163,0.123604896026007,0.010575681972671,-0.00519783001000672,-0.00277516125473274,164,1,-0.002,0,-0.0412453711454361,0.00211210552083973,-0.004,0,40.0407969490621,455944.501314117,103.6,1.90203828270178
dem5dr0,-5,0,50,8,0,39.9889396408777,NaN,NaN,NaN,0.97763383763691,0.0898023725279907,-0.179722427376952,0.00795738858600748,-0.003364989751033,-0.00277401579346631,169,1,0,0,0.011874438629583,0.00276508978056711,8,0,39.9770652022481,455129.034172062,103.6,1.89901086488045
dem5dr0,-5,0,51,-5.001,0,39.9832044648934,NaN,NaN,NaN,-0.389990464521786,0.0655175744670642,0.315102819642256,0.00897369895872261,-0.00611204722099045,-0.0018616745004941,163,1,-1.005,0,-0.0133916775332494,1.00919888377665,-3.996,0,39.9965961424266,455299.110332788,103.6,1.89993863352512
dem5dr0,-5,0,52,-5.001,0,39.9832044648934,NaN,NaN,NaN,-0.389990464521786,0.0655175744670642,0.315102819642256,0.00897369895872261,-0.00611204722099045,-0.0018616745004941,163,1,-1.005,0,-0.0555004600383313,1.00919888377665,-3.996,0,40.0387049249317,455483.986899318,123.01,1.60182806839738
dem5dr0,-5,0,53,8,0,39.9889396408777,NaN,NaN,NaN,0.97763383763691,0.0898023725279907,-0.179722427376952,0.00795738858600748,-0.003364989751033,-0.00277401579346631,169,1,0.00399999999999956,0,0.0280728486994306,0.00676508978056667,7.996,0,39.9608667921783,454579.21265749,123,1.59884397574492
dem5dr0,-5,0,54,0.005,0,40.0033738085519,NaN,NaN,NaN,0.188622681254419,0.0549983307479992,0.123541261100991,0.00871943514404144,-0.0047078138596867,-0.00274878231893252,176,1,0.001,0,0.000222255418350414,0.00184345213798187,0.004,0,40.0031515531336,455040.928435429,123,1.60053579928996
de0dr0_extra,0,0,58,10,0,39.989624470206,NaN,NaN,NaN,1.10794462952099,0.120458822561155,-0.427681458926133,0.00679696038135829,-0.00391883938321696,-0.00339302966525318,219,1,0.00399999999999956,0,-0.0119652793423697,0.00659388244848813,9.996,0,40.0015897495484,455819.859092809,123,1.60047331114959
de0dr0_extra,0,0,59,14,0,39.9812191755605,NaN,NaN,NaN,1.32301852481731,0.196043909693736,-0.586101497422095,0.00323070883461949,-0.00114647211876915,-0.00267779399107009,223,1,0,0,-0.00479908501342408,0.00469520610988639,14,0,39.9860182605739,455495.699846306,123,1.59985029209773
de0dr0_extra,0,0,60,12,0,39.9867080365067,NaN,NaN,NaN,1.21058099255161,0.154616014602536,-0.529739312908362,0.00678863281514392,-0.00321452628574625,-0.00339044949433708,221,1,-0.00399999999999956,0,-0.0426980023358254,0.00732299087332144,12.004,0,40.0294060388425,455861.32816599,123,1.6015862476331
de0dr0_extra,0,0,61,11,0,39.9791802070249,NaN,NaN,NaN,1.15632245842302,0.136345685532612,-0.482716512910539,0.00660995946299366,-0.00352455142896053,-0.00337499076377209,220,1,0,0,-0.049482758729205,0.00520494824378126,11,0,40.0286629657541,455824.422514804,123.01,1.60142631983677
de0dr0_extra,0,0,62,13,0,39.9850369403601,NaN,NaN,NaN,1.27375261501294,0.175312818824247,-0.558885501065207,0.0044515938378013,-0.00199833612715359,-0.00276400396245889,222,1,0.00399999999999956,0,0.00795953345561173,0.00774076490997722,12.996,0,39.9770774069045,455157.48919312,123,1.59949256637317
de0dr0_extra,0,0,63,13,0,39.9850369403601,NaN,NaN,NaN,1.27375261501294,0.175312818824247,-0.558885501065207,0.0044515938378013,-0.00199833612715359,-0.00276400396245889,222,1,0.00399999999999956,0,-0.0413124309784862,0.00774076490997722,12.996,0,40.0263493713386,455599.064928115,89.48,2.20138651993553
de0dr0_extra,0,0,64,11,0,39.9791802070249,NaN,NaN,NaN,1.15632245842302,0.136345685532612,-0.482716512910539,0.00660995946299366,-0.00352455142896053,-0.00337499076377209,220,1,-0.00399999999999956,0,-0.0678213563315069,0.00920494824378082,11.004,0,40.0470015633564,455801.158367508,89.47,2.20276853254799
de0dr0_extra,0,0,65,14,0,39.9812191755605,NaN,NaN,NaN,1.32301852481731,0.196043909693736,-0.586101497422095,0.00323070883461949,-0.00114647211876915,-0.00267779399107009,223,1,0.00399999999999956,0,-0.0405287675714376,0.00869520610988594,13.996,0,40.0217479431319,455413.725550496,89.47,2.20137946775433
de0dr0_extra,0,0,66,10,0,39.989624470206,NaN,NaN,NaN,1.10794462952099,0.120458822561155,-0.427681458926133,0.00679696038135829,-0.00391883938321696,-0.00339302966525318,219,1,-0.00399999999999956,0,-0.0255316369676066,0.00659388244848813,10.004,0,40.0151561071737,455277.384039538,89.47,2.20101688658087
de0dr0_extra,0,0,67,12,0,39.9867080365067,NaN,NaN,NaN,1.21058099255161,0.154616014602536,-0.529739312908362,0.00678863281514392,-0.00321452628574625,-0.00339044949433708,221,1,0.00399999999999956,0,-0.0130188162098648,0.00732299087332144,11.996,0,39.9997268527166,455101.835790068,89.47,2.20016820690768
de0dr0_extra,0,0,68,12,0,39.9867080365067,NaN,NaN,NaN,1.21058099255161,0.154616014602536,-0.529739312908362,0.00678863281514392,-0.00321452628574625,-0.00339044949433708,221,1,0.00399999999999956,0,5.69538993198737,0.00732299087332144,11.996,0,34.2913181045193,390120.616517911,89.39,1.88786762204765
de0dr0,0,0,69,-0.005,0,19.9945002607627,NaN,NaN,NaN,0.230199714272466,0.0596911696393716,-0.0427087470566651,0.0105480986395824,-0.00522978410171315,-0.00255343369668963,180,1,-0.001,0,-0.0126167706897498,0.0023749348093226,-0.004,0,20.0071170314525,228043.758566692,61.52,1.60045873880817
de5dr0,5,0,70,-0.006,0,39.9926081209067,NaN,NaN,NaN,0.282632208720854,0.0541244828690371,-0.174061440481016,0.0111000641004775,-0.00505831972486163,-0.00277545366151075,228,1,-0.002,0,-0.053630197500965,0.00384796977333335,-0.004,0,40.0462383184076,456256.051408016,123,1.60225971122238
dem5dr0,-5,0,71,0.005,0,19.997796887187,NaN,NaN,NaN,0.178846116166884,0.0616531651916086,0.121245408542033,0.00988076733486493,-0.00544469702885955,-0.002446156829738,144,1,0.001,0,-0.00505000796065502,0.00155077820324989,0.004,0,20.0028468951477,227868.48680404,61.5,1.60063751481561
