config,de,dr,run,AoA,AoS,V,Re,CL,CD,CM25c,CYaw,eps_total,eps_sb,eps_wb0
de0dr0,0,0,1,0.001,0,20.195188402051567,,0.22841417581577725,0.05948550148358323,-0.0395064995199609,0.0108716243459576,0.009825618304746351,0.00815639608252413,0.0016692222222222221
de0dr0,0,0,2,8.0,0,20.188740274016556,,0.997536604464597,0.09892772903948917,-0.311778178475572,0.0086896515060245,0.009825618304746351,0.00815639608252413,0.0016692222222222221
de0dr0,0,0,3,-5.002,0,20.192945161388305,,-0.31948478116452655,0.06571901343243809,0.133426518589106,0.006704315166236,0.009825618304746351,0.00815639608252413,0.0016692222222222221
de0dr0,0,0,4,-5.002,0,20.192945161388305,,-0.31948478116452655,0.06571901343243809,0.133426518589106,0.006704315166236,0.009825618304746351,0.00815639608252413,0.0016692222222222221
de0dr0,0,0,5,8.0,0,20.188740274016556,,0.997536604464597,0.09892772903948917,-0.311778178475572,0.0086896515060245,0.009825618304746351,0.00815639608252413,0.0016692222222222221
de0dr0,0,0,6,0.005,0,20.194203562615385,,0.22745999590933091,0.059690660977710065,-0.0375378995728665,0.0107067956981635,0.009825618304746351,0.00815639608252413,0.0016692222222222221
de0dr0,0,0,7,0.005,0,20.194203562615385,,0.22745999590933091,0.059690660977710065,-0.0375378995728665,0.0107067956981635,0.009825618304746351,0.00815639608252413,0.0016692222222222221
de0dr0,0,0,8,-5.002,0,20.192945161388305,,-0.31948478116452655,0.06571901343243809,0.133426518589106,0.006704315166236,0.009825618304746351,0.00815639608252413,0.0016692222222222221
de0dr0,0,0,9,8.0,0,20.188740274016556,,0.997536604464597,0.09892772903948917,-0.311778178475572,0.0086896515060245,0.009825618304746351,0.00815639608252413,0.0016692222222222221
de0dr0,0,0,10,8.0,0,40.372536448709134,,1.0021783109960418,0.09213743202038747,-0.321817254382517,0.0078482784416468,0.009628529415857463,0.00815639608252413,0.0014721333333333332
de0dr0,0,0,11,0.005,0,40.38375764980531,,0.23160722018600619,0.053258410892206565,-0.0239913055928384,0.0111408626893382,0.009628529415857463,0.00815639608252413,0.0014721333333333332
de0dr0,0,0,12,-5.002,0,40.37242580413164,,-0.3323659723400976,0.06040570698183589,0.15802861841028,0.009848859873053,0.009628529415857463,0.00815639608252413,0.0014721333333333332
de0dr0,0,0,13,-5.002,0,40.37242580413164,,-0.3323659723400976,0.06040570698183589,0.15802861841028,0.009848859873053,0.009628529415857463,0.00815639608252413,0.0014721333333333332
de0dr0,0,0,14,0.005,0,40.38375764980531,,0.23160722018600619,0.053258410892206565,-0.0239913055928384,0.0111408626893382,0.009628529415857463,0.00815639608252413,0.0014721333333333332
de0dr0,0,0,15,8.0,0,40.372536448709134,,1.0021783109960418,0.09213743202038747,-0.321817254382517,0.0078482784416468,0.009628529415857463,0.00815639608252413,0.0014721333333333332
de0dr0,0,0,16,8.0,0,40.372536448709134,,1.0021783109960418,0.09213743202038747,-0.321817254382517,0.0078482784416468,0.009628529415857463,0.00815639608252413,0.0014721333333333332
de0dr0,0,0,17,-5.002,0,40.37242580413164,,-0.3323659723400976,0.06040570698183589,0.15802861841028,0.009848859873053,0.009628529415857463,0.00815639608252413,0.0014721333333333332
de0dr0,0,0,18,-0.005,0,40.38268263508509,,0.23243425280633398,0.05262205819318837,-0.0278840766097897,0.0112044657808408,0.009628529415857463,0.00815639608252413,0.0014721333333333332
de5dr0,5,0,19,-0.006,0,40.37767812461572,,0.27726715378457134,0.053537153191503914,-0.174061440481016,0.0111000641004775,0.009628529415857463,0.00815639608252413,0.0014721333333333332
de5dr0,5,0,20,8.0,0,40.37087350731174,,1.0431444203729778,0.09748718881694936,-0.466046338776036,0.0062994603148346,0.009628529415857463,0.00815639608252413,0.0014721333333333332
de5dr0,5,0,21,-5.002,0,40.37365586909237,,-0.2851437618860791,0.058130995141941096,0.0068306151288846,0.0090168566692647,0.009628529415857463,0.00815639608252413,0.0014721333333333332
de5dr0,5,0,22,-5.002,0,40.37365586909237,,-0.2851437618860791,0.058130995141941096,0.0068306151288846,0.0090168566692647,0.009628529415857463,0.00815639608252413,0.0014721333333333332
de5dr0,5,0,23,8.0,0,40.37087350731174,,1.0431444203729778,0.09748718881694936,-0.466046338776036,0.0062994603148346,0.009628529415857463,0.00815639608252413,0.0014721333333333332
de5dr0,5,0,24,0.005,0,40.38493488270971,,0.2786848725819095,0.05431874611204157,-0.174336630759065,0.0091799906983541,0.009628529415857463,0.00815639608252413,0.0014721333333333332
de5dr0,5,0,25,0.005,0,40.38493488270971,,0.2786848725819095,0.05431874611204157,-0.174336630759065,0.0091799906983541,0.009628529415857463,0.00815639608252413,0.0014721333333333332
de5dr0,5,0,26,-5.002,0,40.37365586909237,,-0.2851437618860791,0.058130995141941096,0.0068306151288846,0.0090168566692647,0.009628529415857463,0.00815639608252413,0.0014721333333333332
de5dr0,5,0,27,8.0,0,40.37087350731174,,1.0431444203729778,0.09748718881694936,-0.466046338776036,0.0062994603148346,0.009628529415857463,0.00815639608252413,0.0014721333333333332
de5dr0,5,0,28,8.0,0,20.187481016462808,,1.0391312687368337,0.10453769787281242,-0.460466323852406,0.0070702263595465,0.009825618304746351,0.00815639608252413,0.0016692222222222221
de5dr0,5,0,29,0.005,0,20.1927822914313,,0.27176223939681193,0.060779730957258,-0.192525189297146,0.0097509621040058,0.009825618304746351,0.00815639608252413,0.0016692222222222221
de5dr0,5,0,30,-5.002,0,20.198109831795886,,-0.27238373422380285,0.0638812798962381,-0.0246674521060628,0.0166570537107646,0.009825618304746351,0.00815639608252413,0.0016692222222222221
de5dr0,5,0,31,-5.002,0,20.198109831795886,,-0.27238373422380285,0.0638812798962381,-0.0246674521060628,0.0166570537107646,0.009825618304746351,0.00815639608252413,0.0016692222222222221
de5dr0,5,0,32,-0.006,0,20.194695905214203,,0.2709446134710343,0.059981642101180205,-0.196189876977807,0.0186065194212961,0.009825618304746351,0.00815639608252413,0.0016692222222222221
de5dr0,5,0,33,8.0,0,20.187481016462808,,1.0391312687368337,0.10453769787281242,-0.460466323852406,0.0070702263595465,0.009825618304746351,0.00815639608252413,0.0016692222222222221
de5dr0,5,0,34,8.0,0,20.187481016462808,,1.0391312687368337,0.10453769787281242,-0.460466323852406,0.0070702263595465,0.009825618304746351,0.00815639608252413,0.0016692222222222221
de5dr0,5,0,35,-5.002,0,20.198109831795886,,-0.27238373422380285,0.0638812798962381,-0.0246674521060628,0.0166570537107646,0.009825618304746351,0.00815639608252413,0.0016692222222222221
de5dr0,5,0,36,-0.006,0,20.194695905214203,,0.2709446134710343,0.059981642101180205,-0.196189876977807,0.0186065194212961,0.009825618304746351,0.00815639608252413,0.0016692222222222221
dem5dr0,-5,0,37,-0.006,0,20.188988701512795,,0.1736225397750488,0.06018797729169534,0.118149045606834,0.0096179312852349,0.009825618304746351,0.00815639608252413,0.0016692222222222221
dem5dr0,-5,0,38,-5.002,0,20.190525360892142,,-0.37439144770771093,0.07019896419279183,0.306216742418465,0.0099994109019329,0.009825618304746351,0.00815639608252413,0.0016692222222222221
dem5dr0,-5,0,39,8.0,0,20.187195923297363,,0.9535042066036865,0.09545716724437331,-0.166459715528388,0.0086490865646109,0.009825618304746351,0.00815639608252413,0.0016692222222222221
dem5dr0,-5,0,40,8.0,0,20.187195923297363,,0.9535042066036865,0.09545716724437331,-0.166459715528388,0.0086490865646109,0.009825618304746351,0.00815639608252413,0.0016692222222222221
dem5dr0,-5,0,41,0.005,0,20.194287606336342,,0.1753826973517128,0.060899144113485605,0.121245408542033,0.0098807673348649,0.009825618304746351,0.00815639608252413,0.0016692222222222221
dem5dr0,-5,0,42,-5.002,0,20.190525360892142,,-0.37439144770771093,0.07019896419279183,0.306216742418465,0.0099994109019329,0.009825618304746351,0.00815639608252413,0.0016692222222222221
