1.000,426.132,1025.797,13.000,1.249,998.874,39.996,1140569.306,0.000,0.000,0.000,0.000,0.001,0.000,123.073,0.000,0.496,15.499,15.985,0.000,33.653,123.103,111.392,0.264,20.168,15.176,1.805,34.045,0.000,0.000,0.000,0.000,-67453.732,0.000,0.000,4.000,3.000,2025.000,8.000,37.000,57.000
1.000,426.151,1025.798,13.000,1.249,998.919,39.997,1140595.490,0.000,0.000,0.000,0.000,0.001,0.000,123.132,0.000,0.271,18.095,16.013,0.000,34.105,123.101,112.338,0.284,16.350,15.197,1.000,33.797,0.000,0.000,0.000,0.000,-67453.820,0.000,0.000,4.000,3.000,2025.000,8.000,37.000,57.000
1.000,426.176,1025.798,13.000,1.249,998.978,39.998,1140629.210,0.000,0.000,0.000,0.000,0.001,0.000,122.997,0.000,0.374,19.011,16.035,0.000,33.835,122.964,112.038,0.329,19.649,15.206,0.872,34.444,0.000,0.000,0.000,0.000,-67453.851,0.000,0.000,4.000,3.000,2025.000,8.000,37.000,58.000
1.000,426.176,1025.800,13.000,1.249,998.978,39.998,1140630.322,0.000,0.000,0.000,0.000,0.001,0.000,122.994,0.000,0.327,19.840,16.057,0.000,34.416,122.971,111.292,0.338,18.810,15.231,0.534,33.324,0.000,0.000,0.000,0.000,-67453.780,0.000,0.000,4.000,3.000,2025.000,8.000,37.000,58.000
1.000,426.202,1025.797,13.000,1.249,999.040,39.999,1140663.722,0.000,0.000,0.000,0.000,0.001,0.000,123.010,0.000,0.434,16.519,16.073,0.000,34.101,123.033,111.270,0.409,17.446,15.235,1.061,33.895,0.000,0.000,0.000,0.000,-67453.812,0.000,0.000,4.000,3.000,2025.000,8.000,37.000,59.000
1.000,426.200,1025.797,13.020,1.249,999.035,40.001,1140559.113,0.000,0.000,0.000,0.000,0.001,0.000,123.112,0.000,0.408,17.332,16.092,0.000,33.667,123.094,110.604,0.401,19.688,15.242,0.716,34.126,0.000,0.000,0.000,0.000,-67453.891,0.000,0.000,4.000,3.000,2025.000,8.000,37.000,59.000
1.000,426.240,1025.797,13.000,1.249,999.129,40.001,1140714.973,0.000,0.000,0.000,0.000,0.001,0.000,122.945,0.000,0.261,19.208,16.114,0.000,34.381,123.001,110.252,0.376,17.212,15.255,1.453,33.181,0.000,0.000,0.000,0.000,-67453.827,0.000,0.000,4.000,3.000,2025.000,8.000,38.000,0.000
1.000,426.290,1025.798,13.020,1.249,999.247,40.005,1140681.039,0.000,0.000,0.000,0.000,0.001,0.000,123.013,0.000,0.297,16.443,16.126,0.000,33.534,122.983,111.322,0.347,18.390,15.262,0.721,34.406,0.000,0.000,0.000,0.000,-67453.834,0.000,0.000,4.000,3.000,2025.000,8.000,38.000,0.000
1.000,426.268,1025.797,13.020,1.249,999.195,40.004,1140650.816,0.000,0.000,0.000,0.000,0.001,0.000,123.147,0.000,0.340,21.727,16.151,0.000,34.700,123.116,110.865,0.251,15.598,15.268,1.268,33.478,0.000,0.000,0.000,0.000,-67453.820,0.000,0.000,4.000,3.000,2025.000,8.000,38.000,1.000
1.000,426.221,1025.797,13.020,1.249,999.084,40.002,1140587.434,0.000,0.000,0.000,0.000,0.001,0.000,123.105,0.000,0.298,21.155,16.170,0.000,34.283,123.084,109.764,0.223,17.866,15.293,0.664,33.517,0.000,0.000,0.000,0.000,-67453.901,0.000,0.000,4.000,3.000,2025.000,8.000,38.000,1.000
