1.000,425.086,1025.705,13.740,1.246,996.403,40.000,1135352.399,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.027,19.146,0.000,0.000,-0.000,7.625,0.000,0.027,20.962,0.000,0.150,0.000,0.000,0.000,0.000,-67614.563,0.000,0.000,4.000,3.000,2025.000,9.000,9.000,28.000
1.000,425.055,1025.705,13.720,1.246,996.330,39.997,1135411.821,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.027,19.154,0.000,0.000,-0.000,7.625,0.000,0.033,20.965,0.000,0.150,0.000,0.000,0.000,0.000,-67614.558,0.000,0.000,4.000,3.000,2025.000,9.000,9.000,29.000
1.000,425.066,1025.704,13.740,1.246,996.356,39.999,1135324.926,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.033,19.148,0.000,0.000,-0.000,7.625,0.000,0.033,20.972,0.000,0.150,0.000,0.000,0.000,0.000,-67614.632,0.000,0.000,4.000,3.000,2025.000,9.000,9.000,29.000
1.000,425.038,1025.703,13.740,1.246,996.290,39.998,1135286.684,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.027,19.119,0.000,0.000,-0.000,7.625,0.000,0.033,20.938,0.000,0.150,0.000,0.000,0.000,0.000,-67614.691,0.000,0.000,4.000,3.000,2025.000,9.000,9.000,30.000
1.000,425.059,1025.706,13.740,1.246,996.339,39.999,1135316.611,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.027,19.099,0.000,0.000,-0.000,7.625,0.000,0.033,20.918,0.000,0.150,0.000,0.000,0.000,0.000,-67614.849,0.000,0.000,4.000,3.000,2025.000,9.000,9.000,30.000
1.000,425.092,1025.704,13.740,1.246,996.417,40.000,1135359.921,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.027,19.072,0.000,0.000,-0.000,7.625,0.000,0.033,20.917,0.000,0.150,0.000,0.000,0.000,0.000,-67614.890,0.000,0.000,4.000,3.000,2025.000,9.000,9.000,31.000
1.000,425.066,1025.705,13.740,1.246,996.356,39.999,1135325.479,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.022,19.063,0.000,0.000,-0.000,7.625,0.000,0.033,20.883,0.000,0.150,0.000,0.000,0.000,0.000,-67614.834,0.000,0.000,4.000,3.000,2025.000,9.000,9.000,31.000
1.000,425.023,1025.706,13.740,1.246,996.254,39.997,1135268.154,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.027,19.053,0.000,0.000,-0.000,7.625,0.000,0.027,20.855,0.000,0.150,0.000,0.000,0.000,0.000,-67614.894,0.000,0.000,4.000,3.000,2025.000,9.000,9.000,32.000
1.000,425.058,1025.704,13.740,1.246,996.337,39.999,1135314.158,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.027,19.037,0.000,0.000,-0.000,7.625,0.000,0.027,20.832,0.000,0.150,0.000,0.000,0.000,0.000,-67614.945,0.000,0.000,4.000,3.000,2025.000,9.000,9.000,32.000
1.000,425.075,1025.702,13.740,1.246,996.377,40.000,1135335.933,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.027,19.022,0.000,0.000,-0.000,7.625,0.000,0.033,20.805,0.000,0.150,0.000,0.000,0.000,0.000,-67615.073,0.000,0.000,4.000,3.000,2025.000,9.000,9.000,33.000
1.000,425.086,1025.702,13.740,1.246,996.403,40.000,1135350.738,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.027,19.018,0.000,0.000,-0.000,7.625,0.000,0.033,20.796,0.000,0.150,0.000,0.000,0.000,0.000,-67615.150,0.000,0.000,4.000,3.000,2025.000,9.000,9.000,33.000
1.000,425.114,1025.703,13.740,1.246,996.469,40.001,1135388.978,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.027,18.996,0.000,0.000,-0.000,7.625,0.000,0.027,20.771,0.000,0.150,0.000,0.000,0.000,0.000,-67615.242,0.000,0.000,4.000,3.000,2025.000,9.000,9.000,34.000
1.000,425.127,1025.706,13.740,1.246,996.500,40.002,1135408.135,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.027,19.001,0.000,0.000,-0.000,7.625,0.000,0.033,20.779,0.000,0.150,0.000,0.000,0.000,0.000,-67615.179,0.000,0.000,4.000,3.000,2025.000,9.000,9.000,34.000
1.000,425.103,1025.705,13.740,1.246,996.443,40.001,1135375.280,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.033,18.965,0.000,0.000,-0.000,7.625,0.000,0.033,20.753,0.000,0.150,0.000,0.000,0.000,0.000,-67615.272,0.000,0.000,4.000,3.000,2025.000,9.000,9.000,35.000
1.000,425.100,1025.705,13.740,1.246,996.436,40.001,1135371.242,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.027,18.955,0.000,0.000,-0.000,7.625,0.000,0.033,20.736,0.000,0.150,0.000,0.000,0.000,0.000,-67615.379,0.000,0.000,4.000,3.000,2025.000,9.000,9.000,35.000
1.000,425.140,1025.705,13.740,1.246,996.531,40.003,1135425.078,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.027,18.940,0.000,0.000,-0.000,7.625,0.000,0.027,20.699,0.000,0.150,0.000,0.000,0.000,0.000,-67615.399,0.000,0.000,4.000,3.000,2025.000,9.000,9.000,36.000
1.000,425.122,1025.706,13.740,1.246,996.488,40.002,1135401.405,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.027,18.926,0.000,0.000,-0.000,7.625,0.000,0.033,20.700,0.000,0.150,0.000,0.000,0.000,0.000,-67615.503,0.000,0.000,4.000,3.000,2025.000,9.000,9.000,36.000
1.000,425.084,1025.705,13.740,1.246,996.398,40.000,1135349.707,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.027,18.898,0.000,0.000,-0.000,7.625,0.000,0.033,20.656,0.000,0.150,0.000,0.000,0.000,0.000,-67615.492,0.000,0.000,4.000,3.000,2025.000,9.000,9.000,37.000
1.000,425.070,1025.706,13.740,1.246,996.365,39.999,1135331.416,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.027,18.887,0.000,0.000,-0.000,7.625,0.000,0.038,20.653,0.000,0.150,0.000,0.000,0.000,0.000,-67615.516,0.000,0.000,4.000,3.000,2025.000,9.000,9.000,37.000
1.000,425.081,1025.706,13.740,1.246,996.391,40.000,1135346.222,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.027,18.873,0.000,0.000,-0.000,7.625,0.000,0.033,20.641,0.000,0.150,0.000,0.000,0.000,0.000,-67615.637,0.000,0.000,4.000,3.000,2025.000,9.000,9.000,38.000
