41.000,419.476,1001.355,11.340,1.226,983.151,40.045,457300.471,0.000,0.000,0.000,0.000,0.004,0.000,89.425,0.000,0.115,3.921,13.373,0.000,45.215,89.414,-97.632,0.065,1.543,14.146,0.889,44.896,19.000,2.000,2026.000,15.000,46.000,48.000
41.000,419.508,1001.357,11.340,1.226,983.227,40.046,457318.505,0.000,0.000,0.000,0.000,0.004,0.000,89.668,0.000,0.241,3.910,13.397,0.000,44.599,89.530,-66.397,0.142,1.254,14.133,2.315,44.809,19.000,2.000,2026.000,15.000,46.000,48.000
41.000,419.507,1001.357,11.340,1.226,983.224,40.046,457317.956,0.000,0.000,0.000,0.000,0.004,0.000,89.630,0.000,0.226,1.413,13.388,0.000,45.033,89.324,-89.130,0.036,1.898,14.156,4.205,44.928,19.000,2.000,2026.000,15.000,46.000,49.000
41.000,419.469,1001.356,11.340,1.226,983.134,40.044,457296.854,0.000,0.000,0.000,0.000,0.004,0.000,89.432,0.000,0.199,4.036,13.408,0.000,44.977,89.440,-94.452,0.130,1.680,14.152,0.651,44.868,19.000,2.000,2026.000,15.000,46.000,49.000
41.000,419.390,1001.355,11.340,1.226,982.948,40.041,457253.228,0.000,0.000,0.000,0.000,0.004,0.000,89.504,0.000,0.123,1.707,13.393,0.000,45.260,89.401,-91.555,0.023,1.762,14.173,1.167,44.847,19.000,2.000,2026.000,15.000,46.000,50.000
41.000,419.378,1001.352,11.340,1.226,982.920,40.040,457245.950,0.000,0.000,0.000,0.000,0.004,0.000,89.542,0.000,0.261,4.897,13.423,0.000,44.872,89.367,-93.955,0.038,3.065,14.192,2.857,44.886,19.000,2.000,2026.000,15.000,46.000,50.000
41.000,419.379,1001.352,11.340,1.226,982.922,40.040,457246.500,0.000,0.000,0.000,0.000,0.004,0.000,89.516,0.000,0.188,1.614,13.417,0.000,44.858,89.704,-96.471,0.258,1.538,14.167,3.949,44.935,19.000,2.000,2026.000,15.000,46.000,51.000
41.000,419.333,1001.351,11.340,1.226,982.813,40.038,457220.999,0.000,0.000,0.000,0.000,0.004,0.000,89.474,0.000,0.163,1.407,13.430,0.000,45.215,89.472,-88.424,0.127,2.192,14.185,1.533,44.858,19.000,2.000,2026.000,15.000,46.000,51.000
41.000,419.309,1001.352,11.340,1.226,982.757,40.037,457208.042,0.000,0.000,0.000,0.000,0.004,0.000,89.597,0.000,0.282,2.438,13.424,0.000,44.924,89.450,-83.101,0.125,1.391,14.175,1.241,44.942,19.000,2.000,2026.000,15.000,46.000,52.000
41.000,419.293,1001.349,11.340,1.226,982.719,40.036,457198.566,0.000,0.000,0.000,0.000,0.004,0.000,89.213,0.000,0.084,1.598,13.426,0.000,45.320,89.466,-89.064,0.146,1.462,14.189,2.651,44.294,19.000,2.000,2026.000,15.000,46.000,52.000
41.000,419.287,1001.346,11.340,1.226,982.705,40.036,457194.585,0.000,0.000,0.000,0.000,0.004,0.000,89.567,0.000,0.078,1.789,13.439,0.000,44.910,89.544,-74.108,0.155,1.598,14.181,1.366,44.256,19.000,2.000,2026.000,15.000,46.000,53.000
41.000,419.285,1001.343,11.340,1.226,982.700,40.036,457192.801,0.000,0.000,0.000,0.000,0.004,0.000,89.329,0.000,0.100,4.150,13.423,0.000,45.162,89.368,-80.027,0.032,1.909,14.183,0.452,44.872,19.000,2.000,2026.000,15.000,46.000,53.000
41.000,419.233,1001.343,11.340,1.226,982.577,40.033,457164.230,0.000,0.000,0.000,0.000,0.004,0.000,89.584,0.000,0.081,1.571,13.400,0.000,45.026,89.457,-75.229,0.036,3.005,14.206,1.249,44.795,19.000,2.000,2026.000,15.000,46.000,54.000
41.000,419.231,1001.339,11.360,1.226,982.572,40.035,457121.097,0.000,0.000,0.000,0.000,0.004,0.000,89.340,0.000,0.122,1.887,13.454,0.000,45.323,89.401,-93.189,0.018,2.880,14.203,1.172,44.907,19.000,2.000,2026.000,15.000,46.000,54.000
41.000,419.265,1001.339,11.340,1.226,982.653,40.035,457180.899,0.000,0.000,0.000,0.000,0.004,0.000,89.379,0.000,0.147,2.765,13.455,0.000,45.611,89.370,-97.465,0.041,1.336,14.235,0.530,44.872,19.000,2.000,2026.000,15.000,46.000,55.000
41.000,419.307,1001.338,11.360,1.226,982.752,40.038,457162.622,0.000,0.000,0.000,0.000,0.004,0.000,89.380,0.000,0.100,3.376,13.440,0.000,45.145,89.405,-85.006,0.037,1.483,14.225,0.545,44.987,19.000,2.000,2026.000,15.000,46.000,55.000
41.000,419.321,1001.338,11.360,1.226,982.785,40.039,457170.313,0.000,0.000,0.000,0.000,0.004,0.000,89.574,0.000,0.175,-2.296,13.458,0.000,44.546,89.462,-98.549,0.030,3.076,14.235,1.684,44.872,19.000,2.000,2026.000,15.000,46.000,56.000
41.000,419.322,1001.338,11.360,1.226,982.787,40.039,457170.863,0.000,0.000,0.000,0.000,0.004,0.000,89.383,0.000,0.093,3.801,13.457,0.000,45.334,89.443,-82.646,0.035,2.062,14.219,0.526,44.868,19.000,2.000,2026.000,15.000,46.000,56.000
41.000,419.287,1001.341,11.360,1.226,982.705,40.037,457152.320,0.000,0.000,0.000,0.000,0.004,0.000,89.492,0.000,0.179,1.593,13.461,0.000,45.054,89.611,-78.410,0.179,5.612,14.246,2.237,44.403,19.000,2.000,2026.000,15.000,46.000,57.000
41.000,419.267,1001.342,11.360,1.226,982.657,40.036,457141.560,0.000,0.000,0.000,0.000,0.004,0.000,89.399,0.000,0.173,5.246,13.454,0.000,45.316,89.369,-60.466,0.057,2.372,14.261,1.238,44.889,19.000,2.000,2026.000,15.000,46.000,57.000
41.000,419.283,1001.342,11.360,1.226,982.695,40.037,457150.350,0.000,0.000,0.000,0.000,0.004,0.000,89.430,0.000,0.168,2.040,13.457,0.000,44.858,89.530,-59.433,0.141,2.950,14.240,1.664,44.704,19.000,2.000,2026.000,15.000,46.000,58.000
41.000,419.370,1001.338,11.360,1.226,982.901,40.041,457197.231,0.000,0.000,0.000,0.000,0.004,0.000,89.398,0.000,0.116,1.478,13.453,0.000,45.078,89.486,-74.196,0.206,1.963,14.258,1.346,44.851,19.000,2.000,2026.000,15.000,46.000,58.000
41.000,419.377,1001.338,11.360,1.226,982.917,40.042,457201.077,0.000,0.000,0.000,0.000,0.004,0.000,89.490,0.000,0.126,4.548,13.434,0.000,44.886,89.488,-83.584,0.185,1.658,14.272,0.804,44.466,19.000,2.000,2026.000,15.000,46.000,59.000
41.000,419.443,1001.338,11.380,1.226,983.073,40.046,457196.206,0.000,0.000,0.000,0.000,0.004,0.000,89.501,0.000,0.171,2.569,13.454,0.000,45.026,89.403,-77.721,0.024,1.434,14.257,1.379,44.910,19.000,2.000,2026.000,15.000,46.000,59.000
